0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,4,She Drives Me Crazy,Fine Young Cannibals,71,215773,1988-01-01,4
0.678,0.631,11,-8.624,1,0.0301,0.355,0.000268,0.376,0.463,102.378,1,Solsbury Hill,Peter Gabriel,69,261560,1977,2
0.704,0.587,11,-9.815,0,0.312,0.341,0.00451,0.141,0.707,169.943,4,Grape Choice,tajima hal,36,151843,2014-12-21,5
0.795,0.528,9,-4.406,1,0.387,0.0278,0.0,0.0469,0.748,174.068,4,whats up Mr.manhole (RE:MASTERED),MONJU,9,237880,2019-11-27,1
0.388,0.878,0,-6.387,1,0.0844,0.357,0.62,0.72,0.762,161.567,4,Backstreets,Shannon & The Clams,31,206600,2018-02-16,5
0.671,0.405,0,-10.052,1,0.0392,0.385,0.0,0.132,0.828,99.678,4,Casey Jones - 2013 Remaster,Grateful Dead,57,265067,1970,6
0.473,0.321,2,-15.203,1,0.0634,0.186,0.00508,0.0509,0.561,186.497,4,Black Cow,Steely Dan,53,310226,1977-01-01,3
0.58,0.945,9,-2.335,0,0.0663,0.00161,0.952,0.176,0.746,100.033,4,Drug,Turboslash,23,183600,2017-05-05,4
0.669,0.599,9,-5.803,1,0.364,0.0547,0.0,0.565,0.726,81.759,4,Tis The Season (feat. Joey Bada$$),Audio Push,37,263226,2013-09-09,3
0.807,0.767,10,-4.785,1,0.135,0.0427,0.000173,0.149,0.279,94.969,4,Strictly 4 All,Teknical Development.is,32,242526,2018-07-23,2
0.529,0.489,1,-8.967,0,0.053,0.281,0.000576,0.746,0.414,92.927,4,House of Leaves,Salvia Plath,19,154146,2013-07-08,9
0.482,0.459,7,-9.713,0,0.0274,0.749,0.00802,0.235,0.472,136.214,3,Adrie's Dream,Sandro Brugnolini,19,196823,1970-04-06,5
0.55,0.525,7,-8.754,1,0.0275,0.288,0.0172,0.106,0.806,171.172,4,Heart Of Gold,Neil Young,72,188440,2010-01-01,6
0.64,0.535,7,-8.76,0,0.0271,0.317,0.485,0.0691,0.753,144.754,4,Mailys,Cortex,19,284773,2006,5
0.851,0.583,8,-11.022,0,0.286,0.0506,0.0,0.236,0.956,95.048,4,Express Yourself,N.W.A.,59,265101,1988-08-08,3
0.706,0.33,3,-18.721,1,0.0287,0.681,0.00687,0.116,0.704,104.584,4,The Soul Awakening,China Crisis,30,275800,1983-01-01,6
0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,4,Party Up,DMX,69,268866,1999-12-21,6
0.531,0.7,10,-5.112,0,0.391,0.202,0.0,0.337,0.461,178.108,4,Yvonne,Mach-Hommy,19,200000,2021-02-14,2
0.84,0.494,6,-7.392,0,0.0405,0.411,0.00963,0.397,0.777,109.968,4,honey,url,39,180181,2021-05-28,7
0.672,0.534,6,-12.922,0,0.423,0.713,0.0454,0.637,0.688,87.139,4,The Mystery (Dilla's Still Here),Madlib,32,107160,2009-02-10,6
0.769,0.546,3,-7.902,1,0.0769,0.538,5.3e-06,0.144,0.355,129.987,4,prequel,Tabby,33,152500,2018-09-13,4
0.781,0.695,3,-9.911,1,0.052,0.202,0.448,0.121,0.921,87.372,4,The Message,Cymande,36,257760,1972-01-01,3
0.894,0.303,3,-7.445,0,0.0937,0.508,2.23e-05,0.0667,0.696,149.908,4,Stone,Collard,55,143456,2019-11-06,6
0.792,0.35,9,-16.725,1,0.482,0.0424,7.72e-05,0.0974,0.166,189.91,4,Love's Gonna Get'cha (Material Love),Boogie Down Productions,34,399760,1990-07-17,5
0.805,0.565,11,-5.751,0,0.389,0.375,0.0,0.154,0.722,94.52,4,Spanish Harlem 2 (feat. Cocoa Brovaz & Hurricane G),Tony Touch,9,263942,2004-02-24,3
0.819,0.251,6,-17.374,1,0.119,0.046,0.0,0.329,0.722,131.371,4,"War Deh Round A John Shop (12"" Mix)",Wailing Souls,29,273133,1987,5
0.73,0.409,10,-11.086,0,0.133,0.367,0.00283,0.0904,0.423,83.966,4,I'm the Moon,Spooky Mansion,54,160000,2019-08-12,9
0.485,0.171,0,-14.817,1,0.0345,0.992,0.00246,0.12,0.576,104.893,3,My Song,Johnny Ace,13,179440,1980-01-01,4
0.334,0.456,11,-12.858,1,0.0497,0.626,0.503,0.475,0.157,82.869,4,Skew,drip-133,30,149498,2017-12-04,4
0.757,0.752,9,-5.957,1,0.0912,0.191,0.032,0.0881,0.626,93.821,4,No Limit,Polyrhythm Addicts,6,183666,1999,5
0.624,0.717,6,-7.049,0,0.249,0.0315,0.000704,0.348,0.312,83.055,4,Alright,Apakalips,16,208562,2019-06-01,4
0.832,0.738,6,-2.695,1,0.467,0.256,1.19e-06,0.0915,0.812,94.092,4,Astronomy (8th Light),Black Star,51,203680,1998-09-29,9
0.733,0.912,8,-3.239,0,0.223,0.223,0.0,0.206,0.888,89.947,4,Waves,Joey Bada$$,59,211630,2012-06-12,10
0.569,0.219,11,-17.551,1,0.047,0.873,0.244,0.11,0.305,107.076,4,ろっかばいまいべいびい,Haruomi Hosono,26,199066,1973,5
0.791,0.735,4,-6.672,1,0.211,0.0854,0.68,0.262,0.652,92.013,4,Let It Go (feat. The Pharcyde) - Regrind 09,Rae & Christian,50,199568,2017-03-12,3
0.714,0.665,11,-8.213,0,0.198,0.000486,0.539,0.0728,0.885,129.924,4,I Heard It Through The Grapevine,The Slits,48,238720,1979,9
0.605,0.407,2,-13.905,1,0.0362,0.481,0.149,0.34,0.203,124.154,4,im in space,potsu,43,132161,2018-07-17,6
0.887,0.646,8,-11.414,0,0.18,0.0972,4.38e-06,0.0576,0.787,94.629,4,Adventures In Success,Will Powers,31,221053,1983-01-01,4
0.742,0.851,8,-6.138,1,0.325,0.00119,0.00811,0.819,0.802,88.009,4,Ain't The Devil Happy,Jeru The Damaja,37,224373,1994-05-24,5
0.769,0.778,2,-9.029,1,0.44,0.0173,5.91e-06,0.455,0.683,179.697,4,Oh My Lord,Junior M.A.F.I.A.,16,219800,1995-08-15,6
0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,4,Take Me Home Tonight,Eddie Money,66,211160,1986-10-15,8
0.678,0.592,11,-11.678,0,0.199,0.63,0.0436,0.0543,0.612,99.293,4,Be Thankful For What You Got,Love,44,273400,1974,9
0.366,0.963,11,-5.301,0,0.142,0.000273,0.0122,0.115,0.211,137.114,4,Knights of Cydonia,Muse,67,366213,2006-06-19,8
0.351,0.877,7,-5.044,0,0.0422,0.00121,0.783,0.119,0.238,169.999,4,Another World,Gojira,51,264947,2021-04-30,4
0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,4,Daisy,Ashnikko,69,146523,2021-01-15,2
0.611,0.317,7,-15.528,1,0.0482,0.717,4.15e-06,0.0973,0.94,171.301,4,A Higher Power,Jonathan Richman,23,185693,1992-01-01,6
0.892,0.628,1,-5.37,0,0.256,0.122,0.0,0.269,0.753,92.016,4,Prendelo (Light It Up) (feat. Tony Touch),The Beatnuts,21,257573,2001-03-10,3
0.36,0.999,10,-0.023,0,0.248,0.00191,0.453,0.39,0.0643,132.013,4,Ex-Ravers,Zach Hill,27,200266,2010-10-19,1
0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,4,3 Nights,Dominic Fike,67,177666,2018-10-16,5
0.478,0.665,7,-5.81,0,0.248,0.0586,0.0,0.207,0.347,171.392,4,Homage (feat. Frank West),The Left,11,224200,2012-05-22,5
0.767,0.652,6,-5.466,0,0.23,0.0198,0.0,0.123,0.511,85.015,4,About Me,Raekwon,11,239240,2009-01-01,6
0.918,0.634,4,-13.434,1,0.111,0.378,4.07e-06,0.119,0.44,119.835,4,Whitnesses,U-N-O,15,112326,2022-08-20,3
0.776,0.222,0,-16.539,1,0.0505,0.573,0.89,0.124,0.175,110.999,4,Take Me High,Green Piccolo,13,190270,2022-03-11,2
0.594,0.443,6,-13.534,0,0.0242,0.452,0.0466,0.108,0.755,76.121,4,Wednesday,Good Morning,49,143684,2014-11-14,7
0.781,0.571,11,-8.479,0,0.0261,0.144,0.77,0.0931,0.654,102.005,4,Haunted Love,Blue Material,32,272033,2019-04-19,6
0.801,0.715,6,-6.134,1,0.274,0.179,0.0,0.139,0.691,92.081,4,Da Flow,Da Fat Cat Clique,15,294659,2020-10-30,8
0.462,0.906,2,-3.432,1,0.155,0.0257,0.0,0.354,0.448,133.959,4,I Lean,Mindless Behavior,17,281306,2013-01-01,1
0.769,0.732,5,-5.99,0,0.1,0.198,0.0,0.308,0.858,92.228,4,Ghetto Girls,Bow Wow,14,195266,2000-09-26,3
0.546,0.121,0,-20.259,1,0.0343,0.966,0.011,0.101,0.144,127.122,3,Saturday Sun,Nick Drake,53,245013,1969-07-03,4
0.461,0.75,9,-8.995,1,0.0633,0.396,0.0278,0.26,0.782,134.599,4,Running Back,Thin Lizzy,43,192840,1976,5
0.787,0.743,6,-9.34,1,0.0581,0.248,7.07e-06,0.242,0.692,110.137,4,I'm Dreamin',Christopher Williams,48,303706,1991-03-05,3
0.602,0.299,0,-14.021,0,0.0312,0.852,0.83,0.105,0.0725,110.02,3,Maithuna,Brad stank,29,264082,2018-12-07,7
0.602,0.429,2,-10.556,0,0.03,0.178,0.000349,0.247,0.58,122.967,4,Grass,The Pretty Things,27,260306,1970-06,5
0.646,0.531,7,-10.785,1,0.0671,0.528,0.0133,0.0836,0.655,172.02,4,Tin Man,America,58,209866,1974,10
0.618,0.366,2,-13.76,1,0.0489,0.664,0.682,0.128,0.257,88.873,4,23,Cleo Sol,47,306186,2021-08-20,6
0.357,0.525,9,-8.945,0,0.0507,0.388,0.0167,0.471,0.397,88.554,4,Brazillia,Febueder,37,253504,2014-10-13,2
0.571,0.634,0,-6.238,1,0.0415,0.307,0.886,0.617,0.658,82.418,4,Right,Khruangbin,44,308913,2021-05-28,7
0.687,0.55,3,-10.436,0,0.0409,0.662,0.923,0.331,0.893,126.449,4,Nino 2,The Symposium,31,201290,2017-04-20,6
0.436,0.446,2,-9.167,1,0.0376,0.0086,0.622,0.163,0.481,189.054,4,You're All I Need,El Michels Affair,31,195237,2017-04-14,4
0.621,0.826,7,-7.579,1,0.115,0.657,0.562,0.2,0.188,86.921,4,Masenqo,Mulatu Astatke,27,383853,2009-04-06,4
0.902,0.316,10,-10.766,0,0.41,0.4,9.92e-06,0.115,0.536,121.992,4,Trending,Lowlife Ca$h,9,126458,2022-03-22,1
0.744,0.602,10,-8.817,1,0.0731,0.0505,6.66e-06,0.111,0.606,83.985,4,Methods,Charizma,38,247480,2003-12-01,9
0.533,0.724,7,-8.954,0,0.311,0.275,4.59e-06,0.118,0.504,89.862,4,Curls,Madvillain,60,95506,2004-03-24,8
0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,Afraid,The Neighbourhood,73,251186,2013-04-19,5
0.512,0.58,6,-11.258,0,0.0569,0.0208,0.0626,0.254,0.687,178.933,4,Love Survive,Michael Nau,49,164687,2016-11-18,7
0.561,0.573,8,-10.104,0,0.0488,0.606,0.854,0.218,0.243,81.979,4,Beginner's Luck,Maribou State,55,268027,2018-09-07,6
0.584,0.666,7,-9.349,1,0.0383,0.607,0.702,0.0866,0.585,95.911,4,Lobbo,Vieux Farka Touré,51,274193,2022-09-23,5
0.562,0.58,4,-8.07,1,0.197,0.53,9.41e-06,0.0772,0.306,123.607,3,Rubber Sky,LA Priest,32,300680,2020-06-05,3
0.565,0.587,4,-7.393,0,0.0317,0.0573,0.00493,0.0416,0.966,147.462,4,Love Her Madly,The Doors,65,198466,1971-04-19,7
0.804,0.306,4,-15.984,0,0.0374,0.728,0.775,0.103,0.693,106.172,4,Charlotte's Thong,Connan Mockasin,46,536254,2018-10-12,10
0.594,0.619,6,-9.147,1,0.0437,0.319,0.00765,0.119,0.323,118.954,4,Lovefingers,Silver Apples,29,249666,1968-06-01,2
0.192,0.392,5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312,4,Wichita Lineman - Remastered 2001,Glen Campbell,60,186200,1968,5
0.297,0.359,10,-13.165,1,0.0371,0.13,0.0,0.0216,0.258,100.91,3,Sweeter Memories,Todd Rundgren,23,213640,1972,5
0.671,0.459,6,-9.045,1,0.348,0.764,0.000144,0.115,0.503,113.962,4,Nauseous / Devilish,Vegyn,42,143466,2019-11-08,2
0.586,0.384,2,-13.231,1,0.0331,0.208,0.443,0.239,0.696,128.611,4,Destination,Felt,34,402133,1971,7
0.379,0.586,8,-8.267,1,0.438,0.0885,2.37e-05,0.188,0.286,188.391,4,Frida,Armand Hammer,18,251786,2020-06-05,2
0.946,0.618,6,-10.43,1,0.045,0.577,0.000938,0.1,0.962,114.061,4,House On The Rock,Rob Mehl,32,205960,1981-01-01,8
0.59,0.802,5,-5.776,0,0.0371,0.558,0.699,0.164,0.637,112.024,4,The Magnificent Moon,Mildlife,42,532066,2017-11-02,10
0.445,0.77,6,-5.92,0,0.0345,0.0875,0.91,0.854,0.202,154.868,4,Long Flight,Future Islands,42,315440,2010-05-04,5
0.639,0.295,0,-11.237,0,0.544,0.554,3.09e-05,0.3,0.634,86.947,4,Wild Irish Roses,Smino,65,169319,2017-03-14,3
0.373,0.716,0,-7.167,1,0.0368,1.53e-05,0.496,0.14,0.14,152.994,3,The Garden of Earthly Delights,Apocalypse Orchestra,37,519999,2017-05-12,2
0.567,0.639,7,-8.204,1,0.0799,0.626,0.0,0.105,0.926,165.975,4,Go Away Dream,The Chi-Lites,34,206253,1973,3
0.524,0.864,11,-5.281,0,0.393,0.00823,0.00131,0.215,0.655,124.988,5,Mind Your Business,La Coka Nostra,26,275705,2012-07-31,2
0.518,0.895,4,-7.775,1,0.445,0.386,0.0,0.343,0.769,91.014,4,Tales from the East,Marlowe,34,155506,2018-07-13,4
0.224,0.632,10,-7.605,1,0.0338,0.368,0.747,0.137,0.547,149.029,4,U Should Know,Travis Bretzer,37,136489,2016-09-30,7
0.816,0.346,10,-14.198,1,0.338,0.708,0.000142,0.0827,0.704,79.877,4,Just Let Us Adore You,BlVkarot,27,153049,2020-01-25,3
0.637,0.64,8,-6.747,0,0.0487,0.127,0.403,0.16,0.669,107.954,4,Heartbroken in Love,Bones & Beeker,30,191053,2015-11-13,8
0.636,0.455,11,-9.152,1,0.0533,0.0918,0.966,0.101,0.274,147.658,4,ON TOP,The Girl Next Door,60,131684,2018-02-04,6
0.633,0.812,0,-10.369,0,0.033,0.0202,0.255,0.238,0.852,116.621,4,Gong of Catastrophe,Osees,31,282960,2020-09-18,3
0.636,0.699,4,-4.103,1,0.0288,0.000872,0.152,0.128,0.891,89.998,4,It's Time,Foliage,24,175000,2018-04-16,7
0.373,0.867,11,-5.842,1,0.0373,0.0164,0.799,0.099,0.431,74.675,4,Satori,The Claypool Lennon Delirium,27,278075,2017-08-04,2
0.853,0.578,11,-8.459,1,0.298,0.0867,0.0,0.112,0.488,91.946,4,The Finer Things,Kankick,33,224293,2001,6
0.322,0.496,6,-9.478,1,0.0372,0.533,0.914,0.389,0.143,119.961,4,Signal from the Noise,BADBADNOTGOOD,36,542749,2021-10-08,4
0.56,0.241,4,-15.385,0,0.0314,0.593,0.195,0.122,0.341,79.537,4,Chains And Things,B.B. King,54,293733,1970-01-01,5
0.204,0.63,10,-7.848,1,0.0453,0.0982,0.0185,0.161,0.0362,133.183,4,Heavy Pop,WU LYF,29,334266,2011-06-13,6
0.662,0.898,7,-3.186,0,0.322,0.5,0.0,0.421,0.825,90.972,4,The Dangerous Three,R.A. The Rugged Man,35,238550,2013-04-30,2
0.652,0.567,4,-15.758,0,0.0367,0.0229,0.869,0.074,0.363,124.996,4,Don’t Go,Sounds of Red Bull,3,178319,2016-09-16,4
0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,4,Almost Like Being In Love,Red Garland,54,290293,1957,3
0.551,0.0921,1,-22.518,1,0.0394,0.753,0.882,0.109,0.0608,129.246,4,"Beethoven's Piano Sonata No. 8, Pathetique",Hiromi,41,313026,2011-01-01,4
0.527,0.943,0,-3.053,1,0.694,0.86,2.91e-05,0.163,0.741,65.682,3,Bang Bang,Troy Ave,23,185557,2015-05-21,2
0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,4,Ultralight Beam,Kanye West,66,320680,2016-06-10,8
0.638,0.654,11,-6.666,0,0.407,0.0458,0.0,0.368,0.699,94.875,4,Our Generation,The Geek x Vrv,19,141200,2017-04-21,3
0.738,0.659,1,-2.398,1,0.17,0.0411,0.0,0.0681,0.488,148.007,4,Shittin' Me,A$AP Rocky,65,144729,2022-12-02,2
0.389,0.631,10,-7.485,1,0.083,0.875,0.0,0.392,0.603,137.324,4,Hunger,MIKE,59,69956,2017-06-21,6
0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,4,Ivy,Frank Ocean,77,249191,2016-08-20,4
0.749,0.674,8,-6.756,0,0.229,0.406,0.0,0.296,0.396,124.917,4,OSOM (feat. J. Cole),Jay Rock,56,323120,2018-06-15,2
0.433,0.44,10,-10.395,1,0.0469,0.0676,3.47e-06,0.141,0.753,162.107,5,Really Don't Mind / See There a Son Is Born - Steven Wilson Stereo Remix,Jethro Tull,40,300037,1972-03-03,1
0.765,0.455,1,-12.469,0,0.0576,0.0102,0.0548,0.111,0.699,123.151,4,Step Off,ESG,23,314213,2002-01-01,4
0.646,0.491,7,-11.515,1,0.038,0.146,0.000463,0.0956,0.733,118.082,4,Tomorrow Is Another Day,"Crosby, Stills & Nash",18,245400,1982-06-21,3
0.76,0.355,9,-11.921,0,0.313,0.904,0.00145,0.114,0.279,118.857,4,Pants from Japan,Qari,34,153477,2017-02-03,4
0.498,0.687,10,-8.209,0,0.0466,0.145,0.0107,0.101,0.382,109.993,4,Lights,Liz Cooper,23,256760,2018-06-14,5
0.443,0.517,1,-8.185,1,0.0615,0.496,0.051,0.38,0.222,170.888,4,Yours to Keep,Jordan Mackampa,52,202426,2016-09-30,2
0.47,0.773,9,-5.786,1,0.0444,0.324,0.97,0.107,0.8,130.748,4,Onion,Shannon & The Clams,35,166320,2018-02-16,3
0.699,0.861,3,-2.48,0,0.316,0.404,0.0,0.0515,0.699,89.029,4,Pen On Display,Rashad & Confidence,10,205416,2011-11-29,4
0.543,0.423,6,-8.797,1,0.0282,0.295,0.0862,0.152,0.355,150.132,4,Shine,Collective Soul,67,306040,1994-03-22,5
0.696,0.391,9,-10.234,1,0.0285,0.823,6.48e-05,0.206,0.454,128.023,4,Back Around,Bedside Kites,22,178327,2018-05-05,5
0.617,0.753,4,-7.135,1,0.0262,0.204,0.711,0.365,0.76,130.06,4,Be Good,Spirit Ghost,7,240000,2018-05-11,5
0.459,0.843,7,-3.961,0,0.0643,0.000903,0.00129,0.298,0.129,122.37,4,How Deep Is Your Love?,The Rapture,25,385713,2011-01-01,2
0.6,0.305,2,-12.17,0,0.0313,0.174,0.848,0.111,0.252,99.985,4,Feel Real,Deptford Goth,42,252880,2000-01-01,2
0.733,0.568,4,-5.938,0,0.0359,0.199,0.000277,0.108,0.944,100.078,4,Tell Me,BROS,40,231155,2016-10-14,3
0.456,0.894,9,-4.602,1,0.037,0.458,0.485,0.0695,0.926,151.333,4,Lola - 2020 Stereo Remaster,The Kinks,67,241991,1970-11-27,8
0.632,0.805,11,-4.488,0,0.0303,0.0095,0.0,0.197,0.275,115.489,4,Love Don't Die,The Fray,53,183093,2014-02-24,2
0.54,0.816,2,-5.956,1,0.0543,0.00828,0.00333,0.292,0.528,134.265,4,Punchin' Bag,Cage The Elephant,48,227493,2015-12-18,3
0.605,0.305,4,-10.316,1,0.0389,0.949,0.00211,0.0963,0.288,94.913,4,Goodbye My Lover,James Blunt,39,258266,2004-11-01,1
0.569,0.639,7,-6.226,0,0.138,0.519,0.173,0.0321,0.963,160.005,4,Bubamara (Suncokret),Dr Nele Karajlic,12,189358,1998-02-02,1
0.449,0.869,0,-5.649,0,0.138,0.0462,0.0131,0.246,0.857,175.786,4,Hawaii Five-0,TV Stars,19,134466,2013-04-20,4
0.613,0.559,2,-14.127,1,0.0268,0.0992,0.0205,0.314,0.772,104.1,4,(I'll Never Be) Maria Magdalena - Single Verison,Sandra,61,239826,1987-01-01,5
0.703,0.692,4,-6.26,0,0.168,0.343,0.0,0.382,0.659,155.992,4,UP,EARTHGANG,44,215346,2019-09-06,1
0.485,0.663,8,-9.056,0,0.411,0.382,0.0,0.342,0.705,91.72,4,May I,Chuuwee,42,200503,2016-03-25,2
0.499,0.742,10,-8.238,0,0.391,0.0853,6.59e-06,0.337,0.697,176.379,4,Stuck On You,Prodigy,30,269160,2007-03-27,5
0.651,0.61,9,-6.078,0,0.312,0.109,1.1e-05,0.169,0.741,166.079,4,C'Mon wit da Git Down,Artifacts,49,244306,1994-10-25,7
0.749,0.733,9,-8.083,0,0.06,0.146,5.12e-06,0.155,0.839,112.556,4,Free Love,Jean Carn,27,244973,1977,4
0.621,0.692,1,-8.1,1,0.229,0.0147,0.0,0.311,0.513,93.155,4,Illy Filly Funk,Da Youngsta's,33,259506,1994,9
0.355,0.299,0,-12.647,1,0.0538,0.974,0.782,0.7,0.334,148.617,4,"Dance Of The Comedians from ""The Bartered Bride""",George Daugherty,13,317600,2010-07-13,1
0.6,0.746,4,-4.696,0,0.0355,0.0226,0.0119,0.109,0.614,118.551,4,Leave It In My Dreams,The Voidz,53,239441,2018-03-30,6
0.519,0.398,5,-11.594,0,0.0273,0.504,0.000117,0.11,0.51,139.408,4,Searching the Blue,The Arcs,47,181480,2015-08-28,6
0.742,0.654,9,-8.556,1,0.256,0.548,0.0356,0.105,0.678,149.944,4,Want Me,Cl4pers,66,69799,2021-12-23,8
0.492,0.747,8,-6.606,0,0.135,0.156,1.72e-06,0.361,0.62,90.219,4,O Heaven,Blu & Exile,40,199878,2012-09-04,2
0.764,0.24,0,-11.229,1,0.105,0.862,0.00663,0.101,0.525,76.019,4,Call Me Up,HOMESHAKE,51,148563,2017-02-03,7
0.54,0.695,1,-8.131,1,0.34,0.0155,0.313,0.135,0.369,178.181,4,My World,O.C.,39,256226,1997-01-01,7
0.716,0.794,10,-4.441,0,0.261,0.00479,0.000789,0.0468,0.781,93.634,4,That's Gangsta,Shyne,35,223826,2000,3
0.837,0.779,1,-5.488,1,0.48,0.164,0.0,0.338,0.806,93.921,4,Brick City Mashin'!,Redman,46,190640,1998-12-08,5
0.853,0.547,11,-9.699,0,0.0342,0.532,0.0689,0.108,0.683,120.015,4,"Cira, Regina e Nana",Lucas Santtana,40,262520,2011-08-29,4
0.458,0.361,6,-12.066,0,0.0353,0.825,0.913,0.103,0.231,86.966,4,A wild river to take you home,Black Hill,46,229535,2018-05-14,3
0.392,0.619,4,-8.498,0,0.216,0.00153,5.43e-06,0.499,0.566,86.806,4,The Mission (Stringed Out Mix),Jaylib,18,218893,2016-11-25,3
0.542,0.934,8,-6.654,1,0.324,0.117,0.0,0.416,0.826,90.113,4,Reality (Demo Version) [Bonus Track],BEE WHY,0,265753,2013-07-16,4
0.825,0.722,7,-7.388,1,0.29,0.0347,0.0,0.15,0.314,90.027,4,Hard Copy,Ghetto Concept,9,215558,1995-11-28,3
0.605,0.693,2,-8.022,1,0.0352,0.0824,0.889,0.161,0.933,106.882,4,Progress,El Michels Affair,20,213844,2022-02-16,6
0.403,0.739,9,-6.484,0,0.0438,0.028,0.209,0.0885,0.376,165.832,4,Match Bet,Squid,33,258133,2019-08-29,5
0.613,0.817,11,-6.797,0,0.0348,0.124,0.0351,0.108,0.71,135.046,4,Watching Strangers Smile,Parquet Courts,38,214000,2022-01-12,6
0.358,0.869,4,-6.08,1,0.0449,0.00243,0.102,0.129,0.797,123.669,4,Lo Boob Oscillator,Stereolab,37,396637,1995,5
0.722,0.525,2,-9.38,1,0.0298,0.263,0.0189,0.139,0.349,114.0,4,That's That,Cass McCombs,32,255093,2007-10-09,4
0.729,0.774,11,-4.989,0,0.269,0.114,0.0,0.608,0.51,89.994,4,Cereal Killer,Svinkels,25,351973,2005-01-01,7
0.456,0.447,9,-15.206,0,0.067,0.456,0.00197,0.127,0.489,76.935,4,Sweet Dreamer,Lenny White,31,279706,1977-01-01,7
0.659,0.738,10,-12.276,1,0.0415,0.0609,0.687,0.0848,0.932,112.224,4,Shotgun Shuffle,KC & The Sunshine Band,23,170960,2004-10-26,6
0.315,0.579,7,-7.029,0,0.0328,0.563,0.372,0.0735,0.0717,92.715,4,Quand Vas Tu Rentrer ?,Melody's Echo Chamber,35,260680,2012-09-25,8
0.355,0.41,6,-11.95,0,0.0338,0.219,0.0114,0.174,0.225,124.65,4,Age of Anxiety I,Arcade Fire,52,327106,2022-05-06,6
0.441,0.798,0,-11.331,1,0.062,0.676,0.039,0.1,0.858,166.219,3,Hot Smoke and Sasafrass (Stereo),Cox,21,152333,2008,3
0.722,0.392,5,-13.57,0,0.0418,0.496,0.939,0.113,0.576,189.397,5,Meh (Banakula) - Slowed,LLusion,55,106867,2022-09-22,7
0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,4,Devil In A New Dress,Kanye West,75,351946,2010-11-22,9
0.9,0.532,0,-5.516,1,0.0744,0.0889,0.0,0.0533,0.592,140.023,4,"Walk On Water (feat. A$AP Twelvyy, A$AP Ant, A$AP Nast, A$AP Ferg & Playboi Carti)",A$AP Mob,55,236226,2017-08-25,5
0.373,0.597,1,-12.088,0,0.0477,0.0514,0.829,0.459,0.828,188.719,3,4 U,Hoops,47,101061,2017-11-10,6
0.609,0.637,7,-8.267,1,0.505,0.352,0.0,0.659,0.798,118.931,5,Better Dayz,REASON,43,301469,2018-09-28,5
0.412,0.481,2,-10.305,1,0.0295,0.216,0.93,0.118,0.29,72.369,4,Ran ran Run,Pavo Pavo,23,235696,2016-11-11,7
0.555,0.396,1,-7.39,0,0.0368,0.565,0.0125,0.116,0.202,132.157,4,Temporary Slave - B-Side,Ron Gallo,34,208563,2017-10-20,5
0.622,0.471,1,-10.281,1,0.0363,0.882,0.846,0.0927,0.421,101.246,4,Cosmic Bloom,Dumbo Gets Mad,18,66065,2015-11-20,6
0.828,0.548,1,-5.81,0,0.205,0.0201,0.0,0.0877,0.568,77.137,4,Take A Hit,Mack 10,38,277626,1995-03-07,4
0.435,0.634,7,-12.19,0,0.0335,0.105,0.0979,0.268,0.777,138.873,4,Whapatiti,Ian Carr,28,202866,1973-01-01,3
0.648,0.732,10,-9.912,0,0.203,0.096,0.0,0.725,0.481,94.951,4,Jungle Music,Jeru The Damaja,31,231026,1994-05-24,8
0.4,0.295,7,-14.375,1,0.0373,0.135,0.000162,0.297,0.234,121.568,4,Fala,Secos & Molhados,46,180000,1973,5
0.482,0.153,0,-16.536,1,0.0459,0.854,2.05e-05,0.0934,0.331,138.719,4,"I Love You, You Love Me",The Temprees,32,241826,1994-01-01,3
0.492,0.747,8,-6.606,0,0.135,0.156,1.72e-06,0.361,0.62,90.219,4,O Heaven,Blu & Exile,40,199878,2012-09-04,4
0.777,0.482,2,-12.087,1,0.161,0.189,1.66e-06,0.0788,0.869,81.2,4,I'm Glad You're Mine,Al Green,3,177653,1968-10-22,4
0.844,0.605,2,-9.022,1,0.3,0.177,0.0,0.0635,0.476,88.033,4,I Got The Message,Mac & A.K.,5,256266,1996-01-01,7
0.562,0.587,11,-6.994,1,0.0253,0.471,0.000884,0.103,0.605,86.244,4,How You’re so for Real,Michael Nau,22,191012,2017-06-16,5
0.708,0.743,7,-7.754,0,0.0563,0.0302,6.82e-05,0.305,0.674,100.107,4,Loveland,Tower Of Power,20,205400,2009,4
